Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Qitem,leftopt,rightopt,stim,ANSWER,introtext,prestext,intro_text,Home,Status,Away,Checker,intro_stim,category,item,condition,duration,list,order,post_text,snippet,type
14,1707824069165,13/02/2024 11:34:29,1707824069085,0,13/02/2024 11:34:29,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,1,1,4,likeability,like,response_slider_endValue,5615.4000000059605,,,69,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
15,1707824069165,13/02/2024 11:34:29,1707824069085,0,13/02/2024 11:34:29,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,1,1,4,likeability,continue_button,continue_button,5615.4000000059605,,,,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
16,1707824070719,13/02/2024 11:34:30,1707824070707,0,13/02/2024 11:34:30,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,1,prep,button,continue_button,1620.1000000014901,,,,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
17,1707824092233,13/02/2024 11:34:52,1707824092215,0,13/02/2024 11:34:52,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,2,prime,Zone1,content_video,21497.40000000596,,,,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
18,1707824186453,13/02/2024 11:36:26,1707824186441,0,13/02/2024 11:36:26,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,3,stimuli,Zone1,content_video,94222.79999999702,,,,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
19,1707824189666,13/02/2024 11:36:29,1707824189554,0,13/02/2024 11:36:29,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,4,familiarity,slider1,response_slider_firstInteraction,3119.415000000008,,,75,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
20,1707824190836,13/02/2024 11:36:30,1707824190690,0,13/02/2024 11:36:30,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,4,familiarity,slider2,response_slider_firstInteraction,4253.654999999999,,,63,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
21,1707824192596,13/02/2024 11:36:32,1707824191573,0,13/02/2024 11:36:31,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,4,familiarity,slider1,response_slider_endValue,5127.20000000298,,,75,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
22,1707824193697,13/02/2024 11:36:33,1707824191574,0,13/02/2024 11:36:31,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,4,familiarity,slider2,response_slider_endValue,5127.20000000298,,,63,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
23,1707824193697,13/02/2024 11:36:33,1707824191574,0,13/02/2024 11:36:31,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,4,familiarity,continuebutton,continue_button,5127.20000000298,,,,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
24,1707824194235,13/02/2024 11:36:34,1707824192943,0,13/02/2024 11:36:32,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,5,empathy,rightslider,response_slider_firstInteraction,1367.7599999999802,,,25,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
25,1707824195076,13/02/2024 11:36:35,1707824194959,0,13/02/2024 11:36:34,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,5,empathy,empathyslider1,response_slider_firstInteraction,3369.359999999986,,,78,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
26,1707824197326,13/02/2024 11:36:37,1707824196009,0,13/02/2024 11:36:36,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,5,empathy,empathyslider2,response_slider_firstInteraction,4436.879999999976,,,26,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
27,1707824197752,13/02/2024 11:36:37,1707824197109,0,13/02/2024 11:36:37,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,5,empathy,rightslider,response_slider_endValue,5530.80000000447,,,25,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
28,1707824197752,13/02/2024 11:36:37,1707824197109,0,13/02/2024 11:36:37,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,5,empathy,empathyslider1,response_slider_endValue,5530.80000000447,,,78,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
29,1707824197752,13/02/2024 11:36:37,1707824197109,0,13/02/2024 11:36:37,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,5,empathy,empathyslider2,response_slider_endValue,5530.80000000447,,,26,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
30,1707824197752,13/02/2024 11:36:37,1707824197109,0,13/02/2024 11:36:37,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,testing,2,1,5,empathy,continue_button,continue_button,5530.80000000447,,,,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
31,1707824197752,13/02/2024 11:36:37,1707824197111,0,13/02/2024 11:36:37,123845,3,task-3v6u,,35086898,BLIND,10370446,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1272x1106,,,,AV block multiple stim types,94,testing,,,END TASK,,,,,202177,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1707824273169,13/02/2024 11:37:53,1707824273077,0,13/02/2024 11:37:53,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1707824275842,13/02/2024 11:37:55,1707824275810,0,13/02/2024 11:37:55,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,1,1,1,prep,advancementZone,continue_button,1680.0000000000002,,,,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
3,1707824339774,13/02/2024 11:38:59,1707824339690,0,13/02/2024 11:38:59,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,1,1,2,stimuli,Zone1,content_video,63906.000000000015,,,,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
4,1707824343875,13/02/2024 11:39:03,1707824343471,0,13/02/2024 11:39:03,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,1,1,3,familiarity,showfam,response_slider_firstInteraction,3783,,,75,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
5,1707824344779,13/02/2024 11:39:04,1707824344670,0,13/02/2024 11:39:04,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,1,1,3,familiarity,scenefam,response_slider_firstInteraction,4984,,,0,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
6,1707824346040,13/02/2024 11:39:06,1707824345856,0,13/02/2024 11:39:05,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,1,1,3,familiarity,showfam,response_slider_endValue,6155,,,75,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
7,1707824346465,13/02/2024 11:39:06,1707824345858,0,13/02/2024 11:39:05,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,1,1,3,familiarity,scenefam,response_slider_endValue,6155,,,0,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
8,1707824346465,13/02/2024 11:39:06,1707824345858,0,13/02/2024 11:39:05,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,1,1,3,familiarity,continue_button,continue_button,6155,,,,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
9,1707824353534,13/02/2024 11:39:13,1707824352792,0,13/02/2024 11:39:12,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,1,1,4,likeability,like,response_slider_firstInteraction,6938,,,43,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
10,1707824355290,13/02/2024 11:39:15,1707824354394,0,13/02/2024 11:39:14,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,1,1,4,likeability,emotion,response_slider_firstInteraction,8540,,,29,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
11,1707824355885,13/02/2024 11:39:15,1707824355761,0,13/02/2024 11:39:15,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,1,1,4,likeability,shop,response_slider_firstInteraction,9907,,,26,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
12,1707824358315,13/02/2024 11:39:18,1707824356746,0,13/02/2024 11:39:16,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,1,1,4,likeability,emotion,response_slider_endValue,10884,,,29,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
13,1707824358760,13/02/2024 11:39:18,1707824356749,0,13/02/2024 11:39:16,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,1,1,4,likeability,shop,response_slider_endValue,10884,,,26,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
14,1707824358760,13/02/2024 11:39:18,1707824356749,0,13/02/2024 11:39:16,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,1,1,4,likeability,like,response_slider_endValue,10884,,,43,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
15,1707824358760,13/02/2024 11:39:18,1707824356749,0,13/02/2024 11:39:16,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,1,1,4,likeability,continue_button,continue_button,10884,,,,,0,1,0,,,,,2,narrative_pres,,,,LATE_MB.mp4,,,,,,,,,,narrative_order,benz,end,59,a,2,,,
16,1707824358760,13/02/2024 11:39:18,1707824358296,0,13/02/2024 11:39:18,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,1,prep,button,continue_button,1545,,,,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
17,1707824380329,13/02/2024 11:39:40,1707824380032,0,13/02/2024 11:39:40,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,2,prime,Zone1,content_video,21732,,,,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
18,1707824474670,13/02/2024 11:41:14,1707824474491,0,13/02/2024 11:41:14,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,3,stimuli,Zone1,content_video,94451.99999999999,,,,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
19,1707824477842,13/02/2024 11:41:17,1707824477795,0,13/02/2024 11:41:17,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,4,familiarity,slider1,response_slider_firstInteraction,3301,,,25,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
20,1707824479592,13/02/2024 11:41:19,1707824479544,0,13/02/2024 11:41:19,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,4,familiarity,slider2,response_slider_firstInteraction,5052,,,41,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
21,1707824480875,13/02/2024 11:41:20,1707824480830,0,13/02/2024 11:41:20,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,4,familiarity,slider1,response_slider_endValue,6329,,,25,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
22,1707824480960,13/02/2024 11:41:20,1707824480833,0,13/02/2024 11:41:20,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,4,familiarity,slider2,response_slider_endValue,6329,,,41,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
23,1707824480960,13/02/2024 11:41:20,1707824480833,0,13/02/2024 11:41:20,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,4,familiarity,continuebutton,continue_button,6329,,,,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
24,1707824482884,13/02/2024 11:41:22,1707824482833,0,13/02/2024 11:41:22,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,5,empathy,rightslider,response_slider_firstInteraction,2001,,,75,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
25,1707824484366,13/02/2024 11:41:24,1707824484316,0,13/02/2024 11:41:24,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,5,empathy,empathyslider1,response_slider_firstInteraction,3470,,,15,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
26,1707824485775,13/02/2024 11:41:25,1707824485672,0,13/02/2024 11:41:25,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,5,empathy,empathyslider2,response_slider_firstInteraction,4839,,,85,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
27,1707824486540,13/02/2024 11:41:26,1707824486485,0,13/02/2024 11:41:26,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,5,empathy,rightslider,response_slider_endValue,5648,,,75,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
28,1707824486611,13/02/2024 11:41:26,1707824486487,0,13/02/2024 11:41:26,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,5,empathy,empathyslider1,response_slider_endValue,5648,,,15,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
29,1707824486611,13/02/2024 11:41:26,1707824486487,0,13/02/2024 11:41:26,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,5,empathy,empathyslider2,response_slider_endValue,5648,,,85,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
30,1707824486611,13/02/2024 11:41:26,1707824486487,0,13/02/2024 11:41:26,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,testing,2,1,5,empathy,continue_button,continue_button,5648,,,,,0,1,0,,,,,1,cluster_pres,,,,pizza.mp4,,,,,,,,,pizza_man.mp4,cluster,pizza,man,115,a,9,,,
31,1707824486611,13/02/2024 11:41:26,1707824486489,0,13/02/2024 11:41:26,123845,3,task-3v6u,,35087366,BLIND,10370528,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,2560x1440,1161x1024,,,,AV block multiple stim types,94,testing,,,END TASK,,,,,213412,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
END OF FILE
